"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
20769,"RIHCENR","SH","State House","House Committee on Environment and Natural Resources","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2369","","","http://webserver.rilin.state.ri.us/ComMembers/ComMemr.asp?ComChoiceR=HENR","Handy","Arthur","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20770,"RIHCMG","SH","State House","House Committee on Municipal Government","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2587","","","http://webserver.rilin.state.ri.us/ComMembers/ComMemr.asp?ComChoiceR=HMGV","Fogarty","Kathleen","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20772,"RIHCVA","SH","State House","House Committee on Veteran's Affairs","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2933","","","http://webserver.rilin.state.ri.us/ComMembers/ComMemr.asp?ComChoiceR=HVET","Azzinaro","Samuel","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20775,"RISCE","SS","State Senate","Senate Committee on Education","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2381","","Slegislation@rilin.state.ri.us","http://webserver.rilin.state.ri.us/ComMembers/ComMemS.asp?ComChoiceS=SCOE","Gallo","Hanna","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20776,"RISCEA","SS","State Senate","Senate Committee on Environment and Agriculture","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2381","","Slegislation@rilin.state.ri.us","http://webserver.rilin.state.ri.us/ComMembers/ComMemS.asp?ComChoiceS=SEAA","Sosnowski","V. Susan","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20778,"RISCHHS","SS","State Senate","Senate Committee on Health and Human Services","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2381","","Slegislation@rilin.state.ri.us","http://webserver.rilin.state.ri.us/ComMembers/ComMemS.asp?ComChoiceS=SCHH","Miller","Joshua","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20779,"RISCHMG","SS","State Senate","Senate Committee on Housing and Municipal Government","Committee","","",40,"Rhode Island","State House","82 Smith Street","Providence","RI","02903","(401) 222-2381","","Slegislation@rilin.state.ri.us","http://webserver.rilin.state.ri.us/ComMembers/ComMemS.asp?ComChoiceS=SCHM","Ciccone","Frank","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20785,"TNJACIR","SJ","State Joint","Joint Advisory Commission on Intergovernmental Relations (TACIR)","Committee","","",43,"Tennessee","Suite 508 Capitol Boulevard Building","226 Capitol Boulevard","Nashville","TN","37243","(615) 741-3012","(615) 532-2443","tacir@tn.gov","http://www.tn.gov/tacir/","Norris","Mark","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20798,"ILSCOA","SS","State Senate","Senate Committee on Assignments","Committee","","",5,"Illinois","Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-5715","","","http://www.ilga.gov/senate/committees/members.asp?CommitteeID=1940","Clayborne","James","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20802,"ILSCENVC","SS","State Senate","Senate Committee on Environment and Conservation","Committee","","",5,"Illinois","Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-3944","","","http://www.ilga.gov/senate/committees/members.asp?CommitteeID=1943","Koehler","David","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20803,"ILSCEPU","SS","State Senate","Senate Committee on Energy and Public Utilities","Committee","","",5,"Illinois","Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-5715","","","http://www.ilga.gov/senate/committees/members.asp?CommitteeID=1942","Hastings","Michael","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20810,"TXSCHE","SS","State Senate","Senate Committee on Higher Education","Committee","","",44,"Texas","Room 320 Sam Houston Building","201 East 14th Street","Austin","TX","78711","(512) 463-4788","","","http://www.senate.texas.gov/cmte.php?c=560","Seliger","Kel","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20811,"MIHCRR","SH","State House","House Committee on Regulatory Reform","Committee","","",14,"Michigan","Room 519 Cora B. Anderson House Office Building","124 North Capitol Avenue","Lansing","MI","48909-7514","(517) 373-1260","","","http://house.mi.gov/MHRPublic/CommitteeInfo.aspx?comkey=438","Iden","Brandt","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20812,"CAJCFAC","SJ","State Joint","Joint Committee on Fairs, Allocation and Classification","Committee","","",20,"California","Suite 541 Legislative Office Building","1020 N Street","Sacramento","CA","95814","(916) 651-1910","(916) 319-2352","","http://senate.ca.gov/fairsallocation","Eggman","Susan","Talamantes","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20813,"CAJCFAQ","SJ","State Joint","Joint Committee on Fisheries and Aquaculture","Committee","","",20,"California","Room 5064 State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 651-4002","","","http://fisheries.legislature.ca.gov/","McGuire","Mike","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20815,"MDSCF15","SS","State Senate","Subcommittee on Transportation","Subcommittee","Senate Committee on Finance","MDSCF",12,"Maryland","Room 3E Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401","(410) 841-3677","(410) 841-3650","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/04fin.html","Mathias","James","N.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20816,"MTJCAU","SJ","State Joint","Joint Committee on Legislative Audit","Committee","","",27,"Montana","State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-3122","(406) 444-9784","","http://leg.mt.gov/css/Committees/Administration/Audit/committee.asp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20824,"TXHCDVA","SH","State House","House Committee on Defense and Veterans' Affairs","Committee","","",44,"Texas","Room E2.160 Capitol Extension","1100 Congress Avenue","Austin","TX","78701","(512) 463-1393","","","http://www.house.state.tx.us/committees/committee/?committee=305&session=84","Gutierrez","Roland","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20825,"TXHJUD","SH","State House","House Committee on Judiciary and Civil Jurisprudence","Committee","","",44,"Texas","Room E2.120 Capitol Extension","1100 Congress Avenue","Austin","TX","78701","(512) 463-0790","","","http://www.house.state.tx.us/committees/committee/?committee=C330","Smithee","John","T.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20830,"ILHCBOL","SH","State House","House Committee on Business and Occupational Licenses","Committee","","",5,"Illinois","Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/committees/members.asp?CommitteeID=1945&GA=100","Rita","Robert","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20832,"ILHCCT","SH","State House","House Committee on Counties and Townships","Committee","","",5,"Illinois","Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/committees/members.asp?CommitteeID=1947&GA=100","Walsh","Lawrence","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20841,"ILHCTRRB","SH","State House","House Committee on Transportation: Regulation, Roads and Bridges","Committee","","",5,"Illinois","Room 118 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/committees/members.asp?CommitteeID=1949&GA=100","Evans","Marcus","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20846,"MAHCBCE","SH","State House","House Committee on Bonding, Capital Expenditure and State Assets","Committee","","",13,"Massachusetts","Room 466 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2017","","","http://www.malegislature.gov/Committees/House/H32","Cabral","Antonio","F.D.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20847,"MAHCGW","SH","State House","House Committee on Global Warming and Climate Change","Committee","","",13,"Massachusetts","Room 274 State House","24 Beacon Street","Boston","MA","02133","(617) 722-2676","","","http://malegislature.gov/Committees/Detail/H51","Smizik","Frank","I.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20849,"ILHCVS","SH","State House","House Committee on Transportation: Vehicles and Safety","Committee","","",5,"Illinois","Room 115 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8223","","","http://www.ilga.gov/house/committees/members.asp?CommitteeID=1950&GA=100","D'Amico","John","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20853,"MASCSP","SS","State Senate","Senate Committee on Steering and Policy","Committee","","",13,"Massachusetts","Room 413-F State House","24 Beacon Street","Boston","MA","02133","(617) 722-1494","","","http://malegislature.gov/Committees/Detail/S50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20855,"MASCBCESA","SS","State Senate","Senate Committee on Bonding, Capital Expenditures, and State Assets","Committee","","",13,"Massachusetts","Room 413B State House","24 Beacon Street","Boston","MA","02133","(617) 722-1494","","","http://malegislature.gov/Committees/Detail/S32","Keenan","John","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20858,"GAHCA30","SH","State House","Subcommittee on Human Resources","Subcommittee","House Committee on Appropriations","GAHCA",2,"Georgia","Room 245 State Capitol Building","206 Washington Street","Atlanta","GA","30334","(404) 463-2247","(404) 463-2249","","http://www.house.ga.gov/Committees/en-US/committee.aspx?Committee=88&Session=24","Dempsey","Katie","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20879,"NCJCLEO","SJ","State Joint","Joint Legislative Committee on Education Oversight","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncga.state.nc.us/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20880,"NCJCLEOV","SJ","State Joint","Joint Legislative Committee on Elections Oversight","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncga.state.nc.us/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_6409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20882,"NCJCER","SJ","State Joint","Joint Commission on Environmental Review","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncga.state.nc.us/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20886,"NCJCLGO","SJ","State Joint","Joint Legislative Commission on Governmental Operations","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20890,"NCJCLITO","SJ","State Joint","Joint Legislative Oversight Committee on Information Technology","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20892,"NCJCLR","SJ","State Joint","Joint Commission on Legislative Research","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20893,"NCJCLS","SJ","State Joint","Joint Commission on Legislative Services","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_168","Moore","Tim","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20894,"NCJSLLO","SJ","State Joint","Joint Legislative Oversight Committee on the North Carolina State Lottery","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_6638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20901,"NCJCLPEO","SJ","State Joint","Joint Legislative Committee on Program Evaluation Oversight","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_6354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20904,"NCJSCRL","SJ","State Joint","Joint Study Committee on Revenue Laws","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20906,"NCJCLTO","SJ","State Joint","Joint Legislative Committee on Transportation Oversight","Committee","","",34,"North Carolina","Legislative Office Building","300 North Salisbury Street","Raleigh","NC","27601","(919) 733-7928","","","http://www.ncleg.net/gascripts/Committees/Committees.asp?sAction=ViewCommittee&sActionDetails=Non-Standing_468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20914,"ORHCRUL","SH","State House","House Committee on Rules","Committee","","",38,"Oregon","Room 64 State Capitol","900 Court Street, NE","Salem","OR","97301","(503) 986-1527","","hrules.exhibits@oregonlegislature.gov","https://olis.leg.state.or.us/liz/2017I1/Committees/HRULES/Overview","Williamson","Jennifer","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20923,"KSJCLB","SJ","State Joint","Joint Committee on Legislative Budget","Committee","","",8,"Kansas","Kansas State Capitol","300 SW Tenth Street","Topeka","KS","66612","(785) 296-2456","","","http://kslegislature.org/li/b2017_18/committees/ctte_leg_budget_1/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20926,"MSHCCRP","SH","State House","House Committee on Compilation, Revision and Publication","Committee","","",25,"Mississippi","State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3360","","","http://billstatus.ls.state.ms.us/htms/h_cmtememb.xml","Gunn","Philip","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20930,"MSSCDP","SS","State Senate","Senate Committee on Drug Policy","Committee","","",25,"Mississippi","State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3770","","","http://billstatus.ls.state.ms.us/htms/s_cmtememb.xml","Jordan","David","L.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20931,"MSSCLEB","SS","State Senate","Senate Committee on Legislative Budget","Committee","","",25,"Mississippi","State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3770","","","http://billstatus.ls.state.ms.us/htms/s_cmtememb.xml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20932,"MSSCPE","SS","State Senate","Senate Committee on PEER","Committee","","",25,"Mississippi","State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3770","","","http://billstatus.ls.state.ms.us/htms/s_cmtememb.xml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20948,"OKHCAB05","SH","State House","Subcommittee on Education","Subcommittee","House Committee on Appropriations and Budget","OKHCAB",37,"Oklahoma","Room 432A State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=310&SubCommID=85","Russ","Todd","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20949,"OKHCAB10","SH","State House","Subcommittee on General Government","Subcommittee","House Committee on Appropriations and Budget","OKHCAB",37,"Oklahoma","Room 432A State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=310&SubCommID=87","Ortega","Charles","L.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20950,"OKHCAB20","SH","State House","Subcommittee on Human Services","Subcommittee","House Committee on Appropriations and Budget","OKHCAB",37,"Oklahoma","Room 412C State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=310&SubCommID=89","Ownbey","Pat","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20951,"OKHCAB30","SH","State House","Subcommittee on Natural Resources and Regulatory Services","Subcommittee","House Committee on Appropriations and Budget","OKHCAB",37,"Oklahoma","Room 206 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=310&SubCommID=91","Pfeiffer","John","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20953,"OKHCAB35","SH","State House","Subcommittee on Public Safety","Subcommittee","House Committee on Appropriations and Budget","OKHCAB",37,"Oklahoma","Room 412C State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=310&SubCommID=92","Bennett","John","R.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20954,"OKHCGOA","SH","State House","House Committee on General Government Oversight and Accountability","Committee","","",37,"Oklahoma","Room 412C State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=318&SubCommID=0","Faught","George","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20955,"OKHCHECT","SH","State House","House Committee on Higher Education and Career Tech","Committee","","",37,"Oklahoma","Room 412C State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=320&SubCommID=0","Nollan","Jadine","Cox","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20957,"OKHCPS","SH","State House","House Committee on Public Safety","Committee","","",37,"Oklahoma","Room 412C State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=326&SubCommID=0","Cleveland","Bobby","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20959,"OKHCVMA","SH","State House","House Committee on Veterans and Military Affairs","Committee","","",37,"Oklahoma","Room 512A State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 521-2711","","","http://www.okhouse.gov/Committees/CommitteeMembers.aspx?CommID=330&SubCommID=0","Hardin","Tommy","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20984,"NJSCLO","SS","State Senate","Senate Committee on Legislative Oversight","Committee","","",31,"New Jersey","State House","125 West State Street","Trenton","NJ","08625","(609) 292-5215","","","http://www.njleg.state.nj.us/committees/Committees.asp?House=S","Stack","Brian","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20986,"MNJLAM","SJ","State Joint","Joint Legislative Advisory Commission","Committee","","",15,"Minnesota","400 Centennial Office Building","658 Cedar Street","St. Paul","MN","55155","(651) 201-8011","","","http://www.lcc.leg.mn/lac/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
20994,"MNJLCE","SJ","State Joint","Joint Legislative Energy Commission","Committee","","",15,"Minnesota","State Office Building","75 Dr. Martin Luther King Jr. Boulevard","St. Paul","MN","55155","(651) 296-9002","","lec@lec.leg.mn","http://www.lec.leg.mn/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
