"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
966,"SS","State Senate","Senate Deputy President Pro Tempore",22,"Connecticut",9,"Room 3400 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","douglas.mcrory@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","McCrory","Douglas","","","","","","","","","","","","","","","","","","","","","","","","",""
967,"SH","State House","House Deputy Republican Leader",5,"Illinois",14,"215-N Stratton Office Building","401 South Spring Street","Springfield","IL","62706","(217) 782-1448","(217) 782-2289","","http://www.ilga.gov/house/Rep.asp?GA=98&MemberID=1822","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
968,"SS","State Senate","Senate Minority Leader Pro Tempore",22,"Connecticut",19,"Room 3402 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","len.fasano@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Fasano","Leonard","A.","","","","","","","","","","","","","","","","","","","","","","","",""
969,"SH","State House","House Assistant Minority Leader",5,"Illinois",18,"Room 632 Capitol Building","301 South Second Street","Springfield","IL","62706","(217) 782-8163","(217) 557-0571","repmitchell@earthlink.net","http://www.ilga.gov/house/Rep.asp?GA=98&MemberID=1848","Mitchell","Bill","","","","","","","","","","","","","","","","","","","","","","","","",""
970,"SS","State Senate","Senate Chief Deputy Senate Republican Majority Leader",22,"Connecticut",22,"Room 3604 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","tony.guglielmo@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Guglielmo","Anthony","","","","","","","","","","","","","","","","","","","","","","","","",""
972,"SS","State Senate","Senate Chief Deputy Republican Majority Leader",22,"Connecticut",23,"Room 2503 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","John.A.Kissel@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Kissel","John","A.","","","","","","","","","","","","","","","","","","","","","","","",""
976,"SS","State Senate","Senate Deputy Republican Majority Leader",22,"Connecticut",26,"Room 3403 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","craig.miner@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Miner","Craig","A.","","","","","","","","","","","","","","","","","","","","","","","",""
977,"SS","State Senate","Senate Deputy Republican Majority Leader",22,"Connecticut",25,"Room 2203 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","Michael.McLachlan@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","McLachlan","Michael","A.","","","","","","","","","","","","","","","","","","","","","","","",""
979,"SS","State Senate","Senate Deputy Republican Majority Leader",22,"Connecticut",24,"Room 3901 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","Scott.Frantz@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Frantz","L. Scott","","","","","","","","","","","","","","","","","","","","","","","","",""
981,"SS","State Senate","Senate Assistant Republican Majority Leader",22,"Connecticut",29,"Room 2803 Connecticut State Capitol","210 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8800","","Kevin.Kelly@cga.ct.gov","https://cga.ct.gov/olm/guides/guide.asp","Kelly","Kevin","C.","","","","","","","","","","","","","","","","","","","","","","","",""
982,"SS","State Senate","Senate President Pro Tempore",6,"Indiana",1,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Senator.Long@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Long","David","C.","","","","","","","","","","","","","","","","","","","","","","","",""
984,"SS","State Senate","Clerk of the Senate",22,"Connecticut",37,"Room 305 Connecticut State Capitol","210 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-0500","","garey.coleman@cga.ct.gov","http://www.cga.ct.gov/sco/","Coleman","Garey","E.","","","","","","","","","","","","","","","","","","","","","","","",""
985,"SS","State Senate","Senate Majority Floor Leader",6,"Indiana",3,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Senator.Bray@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Bray","Rodric","D.","","","","","","","","","","","","","","","","","","","","","","","",""
986,"SS","State Senate","Senate Majority Caucus Chair",6,"Indiana",7,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9400","","Senator.Merritt@iga.in.gov","http://www.indianasenaterepublicans.com/senators/leadership/","Merritt","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
988,"SS","State Senate","Senate Minority Floor Leader",6,"Indiana",12,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9427","","s25@iga.in.gov","http://indianasenatedemocrats.org/senators/","Lanane","Tim","","","","","","","","","","","","","","","","","","","","","","","","",""
989,"SS","State Senate","Senate Assistant Minority Floor Leader",6,"Indiana",13,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9534","","s34@iga.in.gov","http://indianasenatedemocrats.org/senators/","Breaux","Jean","D.","","","","","","","","","","","","","","","","","","","","","","","",""
990,"SS","State Senate","Senate Minority Whip",6,"Indiana",17,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9532","","s2@in.gov","http://indianasenatedemocrats.org/senators/","Randolph","Lonnie","M.","","","","","","","","","","","","","","","","","","","","","","","",""
991,"SS","State Senate","Senate Minority Leader Emeritus",6,"Indiana",16,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(800) 382-9467","","http://www.in.gov/legislative/senate_democrats/homepages/s47/593.htm","http://www.in.gov/legislative/senate_democrats/homepages/s47/index.htm","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
992,"SS","State Senate","Senate Minority Caucus Chair",6,"Indiana",14,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9847","","s4@in.gov","http://indianasenatedemocrats.org/senators/","Tallian","Karen","","","","","","","","","","","","","","","","","","","","","","","","",""
994,"SS","State Senate","Senate Assistant Minority Caucus Chair",6,"Indiana",15,"State House","200 West Washington Street","Indianapolis","IN","46204-2785","(317) 232-9532","","s1@in.gov","http://indianasenatedemocrats.org/senators/","Mrvan","Frank","","","","","","","","","","","","","","","","","","","","","","","","",""
996,"SH","State House","Speaker Pro Tempore of the House",6,"Indiana",2,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 234-9016","","h23@in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Friend","Bill","","","","","","","","","","","","","","","","","","","","","","","","",""
997,"SH","State House","House Deputy Speaker Pro Tempore",6,"Indiana",3,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H30@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Karickhoff","Mike","","","","","","","","","","","","","","","","","","","","","","","","",""
998,"SH","State House","House Majority Floor Leader",6,"Indiana",4,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H79@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Lehman","Matt","","","","","","","","","","","","","","","","","","","","","","","","",""
999,"SH","State House","Speaker of the House",22,"Connecticut",1,"Room 4105 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8500","","Joe.Aresimowicz@cga.ct.gov","http://www.housedems.ct.gov/leadership","Aresimowicz","Joseph","S.","","","","","","","","","","","","","","","","","","","","","","","",""
1000,"SH","State House","House Majority Caucus Chair",6,"Indiana",8,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9831","","H29@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Kreag Richardson","Kathy","","","","","","","","","","","","","","","","","","","","","","","","",""
1001,"SH","State House","House Majority Whip",6,"Indiana",11,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9824","","H46@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Heaton","Bob","","","","","","","","","","","","","","","","","","","","","","","","",""
1002,"SH","State House","House Assistant Majority Floor Leader",6,"Indiana",6,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 234-9006","","h60@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Mayfield","Peggy","","","","","","","","","","","","","","","","","","","","","","","","",""
1003,"SH","State House","House Majority Leader",22,"Connecticut",2,"Room 4106 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Matthew.Ritter@cga.ct.gov","http://www.housedems.ct.gov/leadership","Ritter","Matthew","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1004,"SH","State House","House Assistant Majority Whip",6,"Indiana",12,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9705","","H69@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Lucas","Jim","","","","","","","","","","","","","","","","","","","","","","","","",""
1005,"SH","State House","House Assistant Majority Caucus Chair",6,"Indiana",9,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9659","","H54@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Saunders","Tom","","","","","","","","","","","","","","","","","","","","","","","","",""
1006,"SH","State House","House Majority Deputy Speaker Pro-Tempore",22,"Connecticut",3,"Room 4107 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8500","","Bob.Godfrey@cga.ct.gov","http://www.housedems.ct.gov/leadership","Godfrey","Robert","D.","","","","","","","","","","","","","","","","","","","","","","","",""
1007,"SH","State House","House Assistant Majority Caucus Chair",6,"Indiana",10,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9659","","H40@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Steuerwald","Greg","","","","","","","","","","","","","","","","","","","","","","","","",""
1009,"SH","State House","House Assistant Majority Floor Leader",6,"Indiana",7,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H4@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Soliday","Ed","","","","","","","","","","","","","","","","","","","","","","","","",""
1010,"SH","State House","House Majority Deputy Speaker",22,"Connecticut",4,"Room 4112 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8500","","Jeffrey.Berger@cga.ct.gov","http://www.housedems.ct.gov/leadership","Berger","Jeffrey","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1011,"SH","State House","House Assistant Majority Floor Leader",6,"Indiana",5,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9981","","h93@iga.in.gov","http://www.indianahouserepublicans.com/index.php?src=directory&view=members&srctype=Leadership_Members","Frizzell","Dave","","","","","","","","","","","","","","","","","","","","","","","","",""
1012,"SH","State House","House Minority Leader",6,"Indiana",15,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H66@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Goodin","Terry","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1013,"SH","State House","House Majority Deputy Speaker",22,"Connecticut",6,"Room 4109 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Linda.Gentile@cga.ct.gov","http://www.housedems.ct.gov/leadership","Gentile","Linda","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1014,"SH","State House","House Assistant Minority Floor Leader",6,"Indiana",20,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H10@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Moseley","Chuck","","","","","","","","","","","","","","","","","","","","","","","","",""
1016,"SH","State House","House Minority Floor Leader",6,"Indiana",16,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H1@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Lawson","Linda","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1017,"SH","State House","House Assistant Deputy Speaker of the House",22,"Connecticut",13,"Room 4038 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Mary.Mushinsky@cga.ct.gov","http://www.housedems.ct.gov/leadership","Mushinsky","Mary","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1018,"SH","State House","House Assistant Minority Leader",6,"Indiana",19,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","h80@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","GiaQuinta","Phil","","","","","","","","","","","","","","","","","","","","","","","","",""
1019,"SH","State House","House Deputy Majority Leader",22,"Connecticut",15,"Room 4023 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","James.Albis@cga.ct.gov","http://www.housedems.ct.gov/leadership","Albis","James","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1020,"SH","State House","House Minority Whip",6,"Indiana",18,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H36@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Austin","Terri","Jo","","","","","","","","","","","","","","","","","","","","","","","",""
1021,"SH","State House","House Assistant Deputy Speaker of the House",22,"Connecticut",14,"Room 4017 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Peter.Tercyak@cga.ct.gov","http://www.housedems.ct.gov/leadership","Tercyak","Peter","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1022,"SH","State House","House Deputy Majority Leader",22,"Connecticut",16,"Room 4023 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","James.Albis@cga.ct.gov","http://www.housedems.ct.gov/leadership","Arconti","David","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1024,"SH","State House","House Majority Caucus Chair",22,"Connecticut",23,"Room 4041 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","Cristin.McCarthyVahey@cga.ct.gov","http://www.housedems.ct.gov/leadership","McCarthy Vahey","Cristin","","","","","","","","","","","","","","","","","","","","","","","","",""
1026,"SH","State House","House Minority Caucus Chair",6,"Indiana",17,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","H95@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Bartlett","John","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1027,"SH","State House","House Assistant Deputy Speaker of the House",22,"Connecticut",12,"Room 4015 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Emil.Altobello@cga.ct.gov","http://www.housedems.ct.gov/leadership","Altobello","Emil","A.","","","","","","","","","","","","","","","","","","","","","","","",""
1028,"SH","State House","House Assistant Majority Whip",22,"Connecticut",27,"Room 4000 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Michael.DAgostino@cga.ct.gov","http://www.housedems.ct.gov/leadership","D'Agostino","Michael","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1029,"SH","State House","House Assistant Minority Caucus Chair",6,"Indiana",21,"State House","200 West Washington Street","Indianapolis","IN","46204-2786","(317) 232-9600","","h98@iga.in.gov","http://indianahousedemocrats.org/members/leadership/","Shackleford","Robin","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1030,"SH","State House","House Assistant Majority Whip",22,"Connecticut",31,"Room 4018 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","Bobby.Sanchez@cga.ct.gov","http://www.housedems.ct.gov/leadership","Sanchez","Robert","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1032,"SH","State House","House Assistant Majority Leader",22,"Connecticut",36,"Room 4030 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","henry.genga@cga.ct.gov","http://www.housedems.ct.gov/leadership","Genga","Henry","J.","","","","","","","","","","","","","","","","","","","","","","","",""
1034,"SH","State House","House Assistant Majority Leader",22,"Connecticut",33,"Room 4000 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8500","(860) 240-0206","terry.b.adams@cga.ct.gov","http://www.housedems.ct.gov/leadership","Adams","Terry","B.","","","","","","","","","","","","","","","","","","","","","","","",""
1035,"SH","State House","House Assistant Majority Leader",22,"Connecticut",43,"Room 4024 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8267","","Geraldo.Reyes@cga.ct.gov","http://www.housedems.ct.gov/leadership","Reyes","Geraldo","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1036,"SH","State House","House Assistant Majority Leader",22,"Connecticut",34,"Room 4000 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0206","Angel.Arce@cga.ct.gov","http://www.housedems.ct.gov/leadership","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1037,"SH","State House","House Assistant Majority Leader",22,"Connecticut",35,"Room 4037 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Andre.Baker@cga.ct.gov","http://www.housedems.ct.gov/leadership","Baker","Andre","F.","","","","","","","","","","","","","","","","","","","","","","","",""
1038,"SH","State House","House Assistant Majority Leader",22,"Connecticut",37,"Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Joseph.Gresko@cga.ct.gov","http://www.housedems.ct.gov/leadership","Gresko","Joseph","P.","","","","","","","","","","","","","","","","","","","","","","","",""
1039,"SH","State House","House Assistant Majority Leader",22,"Connecticut",40,"Room 1802 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","(860) 240-0067","Rick.Lopes@cga.ct.gov","http://www.housedems.ct.gov/leadership","Lopes","Rick","","","","","","","","","","","","","","","","","","","","","","","","",""
1041,"SS","State Senate","Senate President",9,"Kentucky",1,"Room 236 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-3120","(502) 564-6543","Robert.Stivers@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Stivers","Robert","","","","","","","","","","","","","","","","","","","","","","","","",""
1042,"SH","State House","House Assistant Majority Leader",22,"Connecticut",41,"Room 4046 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Patricia.Miller@cga.ct.gov","http://www.housedems.ct.gov/leadership","Miller","Patricia Billie","","","","","","","","","","","","","","","","","","","","","","","","",""
1047,"SS","State Senate","Senate President Pro Tempore",9,"Kentucky",2,"Room 242 Capitol Annex","702 Capital Avenue","Frankfort","KY","40601","(502) 564-2450","","Jimmy.Higdon@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Higdon","Jimmy","C.","","","","","","","","","","","","","","","","","","","","","","","",""
1048,"SH","State House","House Assistant Majority Leader",22,"Connecticut",39,"Room 4029 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Susan.Johnson@cga.ct.gov","http://www.housedems.ct.gov/leadership","Johnson","Susan","M.","","","","","","","","","","","","","","","","","","","","","","","",""
1049,"SS","State Senate","Senate Majority Floor Leader",9,"Kentucky",3,"Room 319 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-2450","(502) 564-6543","Damon.Thayer@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Thayer","Damon","","","","","","","","","","","","","","","","","","","","","","","","",""
1052,"SS","State Senate","Senate Majority Whip",9,"Kentucky",5,"Room 204 Capitol Annex","702 Capital Avenue","Frankfort","KY","40601","(502) 564-8100","","Mike.Wilson@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Wilson","Mike","","","","","","","","","","","","","","","","","","","","","","","","",""
1053,"SS","State Senate","Senate Majority Caucus Chair",9,"Kentucky",4,"Room 319 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-2450","(502) 564-6543","Dan.Seum@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Seum","Dan","Malano","","","","","","","","","","","","","","","","","","","","","","","",""
1054,"SH","State House","House Majority Whip",22,"Connecticut",24,"Room 4115 Legislative Office Building","300 Capitol Avenue","Hartford","CT","06106-1591","(860) 240-8585","","Christopher.Rosario@cga.ct.gov","http://www.housedems.ct.gov/leadership","Rosario","Christopher","","","","","","","","","","","","","","","","","","","","","","","","",""
1055,"SS","State Senate","Senate Minority Floor Leader",9,"Kentucky",6,"Room 254 Capitol Annex","702 Capital Avenue","Frankfort","KY","40601","(502) 564-2470","","Ray.Jones@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Jones","Ray","S.","","","","","","","","","","","","","","","","","","","","","","","",""
1056,"SS","State Senate","Senate Minority Whip",9,"Kentucky",8,"Room 255 Capitol Annex","702 Capital Avenue","Frankfort","KY","40601","(502) 564-8100","","Dennis.Parrett@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Parrett","Dennis","L.","","","","","","","","","","","","","","","","","","","","","","","",""
1057,"SS","State Senate","Senate Minority Caucus Chair",9,"Kentucky",7,"Room 254 Capitol Annex","702 Capital Avenue","Frankfort","KY","40601","(502) 564-2470","","Dorsey.Ridley@lrc.ky.gov","http://www.lrc.ky.gov/Senate.htm","Ridley","Dorsey","","","","","","","","","","","","","","","","","","","","","","","","",""
1058,"SH","State House","Speaker of the House",9,"Kentucky",1,"Room 332 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-4334","","Jeff.Hoover@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
1059,"SH","State House","Speaker Pro Tempore of the House",9,"Kentucky",2,"Room 332C Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-4334","","David.Osborne@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Osborne","David","W.","","","","","","","","","","","","","","","","","","","","","","","",""
1060,"SH","State House","House Majority Floor Leader",9,"Kentucky",3,"Room 370D Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-2217","","jonathan.shell@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Shell","Jonathan","","","","","","","","","","","","","","","","","","","","","","","","",""
1061,"SH","State House","House Majority Whip",9,"Kentucky",5,"Room 370 Capitol Annex","700 Capital Avenue","Frankfort","KY","40601","(502) 564-2217","","kevin.bratcher@lrc.ky.gov","http://www.lrc.ky.gov/House.htm","Bratcher","Kevin","D.","","","","","","","","","","","","","","","","","","","","","","","",""
545,"SH","State House","House Majority Floor Leader",37,"Oklahoma",4,"Room 442 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7354","","jonechols@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Echols","Jon","","","","","","","","","","","","","","","","","","","","","","","","",""
551,"SH","State House","House Majority Caucus Secretary",37,"Oklahoma",12,"Room 244 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(918) 557-7361","","katie.henke@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Henke","Katie","","","","","","","","","","","","","","","","","","","","","","","","",""
556,"SH","State House","House Majority Caucus Chairman",37,"Oklahoma",10,"Room 200 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7403","","elise.hall@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Hall","Elise","","","","","","","","","","","","","","","","","","","","","","","","",""
557,"SH","State House","House Majority Caucus Vice Chairman",37,"Oklahoma",11,"Room 202B State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7348","","tammy.west@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","West","Tammy","","","","","","","","","","","","","","","","","","","","","","","","",""
559,"SH","State House","House Minority Leader",37,"Oklahoma",24,"Room 541 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7306","","steve.kouplen@okhouse.gov","https://www.okhouse.gov/Members/Leadership.aspx","Kouplen","Steve","","","","","","","","","","","","","","","","","","","","","","","","",""
565,"SH","State House","House Minority Floor Leader",37,"Oklahoma",26,"Room 540 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7401","","david.perryman@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Perryman","David","L.","","","","","","","","","","","","","","","","","","","","","","","",""
567,"SH","State House","House Assistant Minority Leader",37,"Oklahoma",25,"Room 540A State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7410","","eric.proctor@okhouse.gov","http://www.okhouse.gov/District.aspx?District=77","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
570,"SH","State House","House Minority Whip",37,"Oklahoma",27,"Room 509 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7319","","chuck.hoskin@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
571,"SH","State House","House Minority Caucus Chair",37,"Oklahoma",28,"Room 543 State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7323","","emily.virgin@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Virgin","Emily","","","","","","","","","","","","","","","","","","","","","","","","",""
572,"SH","State House","House Minority Caucus Secretary",37,"Oklahoma",30,"Room 510A State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7397","","shane.stone@okhouse.gov","http://www.okhouse.gov/Members/Leadership.aspx","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
573,"SH","State House","Chief of Operations; Clerk of the House",37,"Oklahoma",32,"State Capitol Building","2300 North Lincoln Boulevard","Oklahoma City","OK","73105","(405) 557-7303","","harrisonja@okhouse.gov","http://www.okhouse.gov/ChiefClerk/Default.aspx","Harrison","Jan","","","","","","","","","","","","","","","","","","","","","","","","",""
574,"SS","State Senate","President of the Senate",36,"Ohio",1,"2nd Floor Senate Building","1 Capitol Square","Columbus","OH","43215","(614) 466-7505","","http://ohiosenate.gov/obhof/contact","http://www.legislature.ohio.gov/legislators/leadership","Obhof","Larry","J.","","","","","","","","","","","","","","","","","","","","","","","",""
575,"SS","State Senate","President Pro Tempore of the Senate",36,"Ohio",2,"1st Floor Senate Building","One Capitol Square","Columbus","OH","43215","(614) 466-8156","","http://ohiosenate.gov/peterson/contact","http://www.legislature.ohio.gov/legislators/leadership","Peterson","Bob","","","","","","","","","","","","","","","","","","","","","","","","",""
576,"SS","State Senate","Senate Majority Floor Leader",36,"Ohio",3,"2nd Floor Senate Building","One Capitol Square","Columbus","OH","43215","(614) 466-8060","(614) 466-8261","http://ohiosenate.gov/gardner/contact","http://www.legislature.ohio.gov/legislators/leadership","Gardner","Randall","L.","","","","","","","","","","","","","","","","","","","","","","","",""
