"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
14738,"SAPP10","FS","Federal Senate","Senate Subcommittee on Commerce, Justice, Science, and Related Agencies","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 142 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5202","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/commerce-justice-science-and-related-agencies","Moran","Jerry","","CHM","Chairman","Shaheen","Jeanne","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Cutler","Allen","","Professional Staff Member","MAJ","(202) 224-5202","allen_cutler@appro.senate.gov","Cutrell","Dayne","","Clerk","MAJ","(202) 224-5202","dayne_cutrell@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Eskra","Jennifer","","Professional Staff Member","MIN","(202) 224-5202","jennifer_eskra@appro.senate.gov","Toal Eisen","Jean","","Clerk","MIN","(202) 224-5202","jean_toaleisen@appro.senate.gov"
14741,"SBAN15","FS","Federal Senate","Senate Subcommittee on Housing, Transportation, and Community Development","Subcommittee","Senate Committee on Banking, Housing, and Urban Affairs","SBAN",,"","Room 534 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6075","(202) 224-7391","(202) 224-5137","","http://www.banking.senate.gov/public/index.cfm/housing-transportation-and-community-development","Scott","Tim","E.","CHM","Chairman","Menendez","Robert","","RMM","Ranking Minority Member","Alety","Saat","","Staff Director","MAJ","(202) 224-6121","saat_alety@scott.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Schatz","Rebecca","","Staff Director","MIN","(202) 224-4744","rebecca_schatz@menendez.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14742,"SARM05","FS","Federal Senate","Senate Subcommittee on Airland","Subcommittee","Senate Committee on Armed Services","SARM",,"","Room 228 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-3871","(202) 228-0036","","http://www.armed-services.senate.gov/about/subcommittees#airland","Cotton","Tom","","CHM","Chairman","King","Angus","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Hickey","James","B.","Professional Staff Member","MAJ","(202) 224-3871","James_Hickey@armed-services.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greene","Creighton","","Professional Staff Member","MIN","(202) 224-6115","creighton_greene@armed-services.senate.gov","","","","","","",""
14779,"SFIN30","FS","Federal Senate","Senate Subcommittee on Taxation and IRS Oversight","Subcommittee","Senate Committee on Finance","SFIN",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 228-0554","","http://www.finance.senate.gov/about/subcommittees/","Portman","Rob","J.","CHM","Chairman","Warner","Mark","R.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14781,"SIND","FS","Federal Senate","Senate Committee on Indian Affairs","Committee","","",,"","Room 838 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510-6450","(202) 224-2251","(202) 228-5429","comments@indian.senate.gov","http://indian.senate.gov/","Hoeven","John","H.","CHM","Chairman","","","","","","Andrews","Mike","","Staff Director; Chief Counsel","MAJ","(202) 224-2251","Mike_Andrews@indian.senate.gov","Harjo","Rhonda","","Deputy Chief Counsel","MAJ","(202) 224-2251","rhonda_harjo@indian.senate.gov","Beyer","Hanna","","Press Secretary","MAJ","(202) 224-2251","hanna_beyer@indian.senate.gov","","","","","","","","","","","","","","","Romero","Jennifer","","Staff Director; Chief Counsel","MIN","(202) 224-2251","jennifer_romero@indian.senate.gov","Rooney","Kenneth","","Senior Counsel","MIN","(202) 224-2251","Ken_Rooney@indian.senate.gov","","","","","","","","","","","","","","","","","","","","",""
14782,"SHELP05","FS","Federal Senate","Senate Subcommittee on Children and Families","Subcommittee","Senate Committee on Health, Education, Labor, and Pensions","SHELP",,"","Room 440 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5406","(202) 228-5044","","http://www.help.senate.gov/about/subcommittees/children-and-families","Paul","Rand","","CHM","Chairman","Casey","Robert","P.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Smar","Larry","","Staff Director","MIN","(202) 224-9243","larry_smar@help.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14783,"SJUD05","FS","Federal Senate","Senate Subcommittee on Antitrust, Competition Policy, and Consumer Rights","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-5444","(202) 224-9516","","http://www.judiciary.senate.gov/about/subcommittees#antitrust","Lee","Mike","","CHM","Chairman","Klobuchar","Amy","","RMM","Ranking Minority Member","","","","","","","","Marie","Marc","","Legislative Counsel","MAJ","(202) 224-5444","marc_marie@judiciary-rep.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Farrar","Elizabeth","","Chief Counsel","MIN","(202) 224-3244","elizabeth_farrar@judiciary-dem.senate.gov","","","","","","","","","","","","","","","","","","","","",""
21989,"HSMA20","FH","Federal House","House Subcommittee on Health and Technology","Subcommittee","House Committee on Small Business","HSMA",,"","Room 2361 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6315","(202) 225-5821","(202) 226-5276","","http://smallbusiness.house.gov/about/hctech.htm","Radewagen","Aumua","Amata Coleman","CHM","Chairman","Lawson","Alfred","J.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
25556,"HETH15","FH","Federal House","Investigative Subcommittee on Pittenger","Subcommittee","House Committee on Ethics","HETH",,"","Room 1015 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-7103","(202) 225-7392","","http://ethics.house.gov/press-release/statement-chairman-and-ranking-member-committee-ethics-regarding-representative-robe-2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19422,"HAPP25","FH","Federal House","House Subcommittee on Financial Services and General Government","Subcommittee","House Committee on Appropriations","HAPP",,"","Room B-300 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-7245","","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34780","Graves","Tom","","CHM","Chairman","Quigley","Mike","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Baron Smith","Dena","","Clerk","MAJ","(202) 225-7245","dena.baron@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19423,"HAPP45","FH","Federal House","House Subcommittee on Legislative Branch","Subcommittee","House Committee on Appropriations","HAPP",,"","Room HT-2 The Capitol","","Washington","DC","20515","(202) 226-7252","","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34776","Frelinghuysen","Rodney","P.","CHM","Chairman","Ryan","Tim","J.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Panone","Jennifer","","Clerk","MAJ","(202) 226-7252","jennifer.panone@mail.house.gov","","","","","","","","Berg","Adam","M.","Chief Counsel","MIN","(202) 225-3481","adam.berg@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
19424,"HARM15","FH","Federal House","House Subcommittee on Oversight and Investigations","Subcommittee","House Committee on Armed Services","HARM",,"","Room 2216 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6035","(202) 225-4151","(202) 225-0858","","http://armedservices.house.gov/subcommittees/oversight-and-investigations-115th-congress","Hartzler","Vicky","Jo","CHM","Chairman","Moulton","Seth","W.","RMM","Ranking Minority Member","Bright","Christopher","J.","Staff Director","MAJ","(202) 225-4151","christopher.bright@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Quinn","Katy","","Staff Director","MIN","(202) 225-4151","katy.quinn@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
19427,"HHLS20","FH","Federal House","House Subcommittee on Emergency Preparedness, Response, and Communications","Subcommittee","House Committee on Homeland Security","HHLS",,"","Room H2-176 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515-6480","(202) 226-8417","(202) 226-3399","","http://homeland.house.gov/subcommittee/emergency_preparedness_response_and_communications_subcommittee/","Donovan","Daniel","M.","CHM","Chairman","Payne","Donald","M.","RMM","Ranking Minority Member","Kinirons","Kerry","A.","Staff Director","MAJ","(202) 226-8417","kerry.kinirons@mail.house.gov","","","","","","","","","","","","","","","Bonvechio","Katherine","L.","Senior Professional Staff Member","MAJ","(202) 226-8417","kate.bonvechio@mail.house.gov","","","","","","","","McClain","Lauren","","Staff Director","MIN","(202) 226-2616","lauren.mcclain@mail.house.gov","","","","","","","","","","","","","","","Dyson","Nzinga","","Professional Staff Member","MIN","(202) 226-2616","nzinga.dyson@mail.house.gov","","","","","","",""
19941,"SFIN05","FS","Federal Senate","Senate Subcommittee on Energy, Natural Resources, and Infrastructure","Subcommittee","Senate Committee on Finance","SFIN",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 224-2852","","http://www.finance.senate.gov/about/subcommittees/#energy","Heller","Dean","","CHM","Chairman","Bennet","Michael","F.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21200,"SBUD05","FS","Federal Senate","Task Force on Government Performance","Subcommittee","Senate Committee on Budget","SBUD",,"","Room 624 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-0642","(202) 228-2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21709,"HAGR15","FH","Federal House","House Subcommittee on Conservation and Forestry","Subcommittee","House Committee on Agriculture","HAGR",,"","Room 1301 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-2171","(202) 225-8510","AgRepublicanPress@mail.house.gov","http://agriculture.house.gov/issues/issue/?IssueID=14899","Lucas","Frank","D.","CHM","Chairman","Fudge","Marcia","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21990,"HSMA15","FH","Federal House","House Subcommittee on Economic Growth, Tax and Capital Access","Subcommittee","House Committee on Small Business","HSMA",,"","Room 2361 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6315","(202) 225-5821","(202) 226-5276","","http://smallbusiness.house.gov/about/econtax.htm","Brat","Dave","A.","CHM","Chairman","Evans","Dwight","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21993,"HSMA25","FH","Federal House","House Subcommittee on Investigations, Oversight and Regulations","Subcommittee","House Committee on Small Business","HSMA",,"","Room 2361 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6315","(202) 225-5821","(202) 226-5276","","http://smallbusiness.house.gov/about/oversightregs.htm","Kelly","Trent","","CHM","Chairman","Adams","Alma","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
21996,"HSMA10","FH","Federal House","House Subcommittee on Contracting and Workforce","Subcommittee","House Committee on Small Business","HSMA",,"","Room 2361 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6315","(202) 225-5821","(202) 226-5276","","http://smallbusiness.house.gov/about/contractingwf.htm","Knight","Steve","T.","CHM","Chairman","Murphy","Stephanie","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22055,"HEDU20","FH","Federal House","House Subcommittee on Higher Education and Workforce Development","Subcommittee","House Committee on Education and the Workforce","HEDU",,"","Room 2176 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6100","(202) 225-4527","(202) 225-9571","","http://edworkforce.house.gov/committee/hewd.htm","Guthrie","Brett","","CHM","Chairman","Davis","Susan","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22057,"SFIN10","FS","Federal Senate","Senate Subcommittee on Fiscal Responsibility and Economic Growth","Subcommittee","Senate Committee on Finance","SFIN",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 228-0554","","http://www.finance.senate.gov/about/subcommittees/","Scott","Tim","E.","CHM","Chairman","Wyden","Ron","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22062,"SJUD20","FS","Federal Senate","Senate Subcommittee on Crime and Terrorism","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-5972","(202) 224-9516","","http://www.judiciary.senate.gov/about/subcommittees#crime","Graham","Lindsey","","CHM","Chairman","Whitehouse","Sheldon","","RMM","Ranking Minority Member","","","","","","","","Holmes","Lee","","Counsel","MAJ","(202) 224-5972","lee_holmes@lgraham.senate.gov","","","","","","","","Graber","Scott","","Professional Staff Member","MAJ","(202) 224-5972","scott_graber@lgraham.senate.gov","","","","","","","","","","","","","","","Quint","Lara","","Chief Counsel","MIN","(202) 224-2921","lara_quint@judiciary-dem.senate.gov","","","","","","","","","","","","","","","","","","","","",""
22063,"SJUD30","FS","Federal Senate","Senate Subcommittee on Privacy, Technology and the Law","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6275","(202) 224-4521","(202) 224-9102","","http://www.judiciary.senate.gov/about/subcommittees#privacy","Flake","Jeff","L.","CHM","Chairman","Coons","Christopher","A.","RMM","Ranking Minority Member","","","","","","","","Sarager","Jonathan","","Counsel","MAJ","(202) 224-4521","jonathan_sarager@flake.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Simpson","Jamie","","Counsel; Detailee","MIN","(202) 224-7703","jamie_simpson@judiciary-dem.senate.gov","","","","","","","","","","","","","","","","","","","","",""
25699,"JCCIC","FJ","Federal Joint","Joint Congressional Committee on Inaugural Ceremonies","Committee","","",,"","Room 260 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5721","(202) 224-8149","","http://www.inaugural.senate.gov/","Blunt","Roy","D.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26048,"HFIN30","FH","Federal House","House Subcommittee on Terrorism and Illicit Finance","Subcommittee","House Committee on Financial Services","HFIN",,"","Room 2129 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-7502","","","http://financialservices.house.gov/115th-congress-subcommittees/terrorism-and-illicit-finance.htm","Pearce","Steve","E.","CHM","Chairman","Perlmutter","Ed","G.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26049,"HCOM10","FH","Federal House","House Subcommittee on Digital Commerce and Consumer Protection","Subcommittee","House Committee on Energy and Commerce","HCOM",,"","Room 2125 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-2927","(202) 225-1919","","http://energycommerce.house.gov/subcommittee/digital-commerce-and-consumer-protection","Latta","Robert","E.","CHM","Chairman","Schakowsky","Jan","D.","RMM","Ranking Minority Member","","","","","","","","Froelich","Melissa","","Chief Counsel","MAJ","(202) 225-2927","melissa.froelich@mail.house.gov","","","","","","","","Jackson","Paul","","Professional Staff Member","MAJ","(202) 225-2927","paul.jackson@mail.house.gov","Fulling","Ali","","Legislative Clerk","MAJ","(202) 225-2927","ali.fulling@mail.house.gov","","","","","","","","Ash","Michelle","","Chief Counsel","MIN","(202) 225-2927","michelle.ash@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
26050,"HCOM15","FH","Federal House","House Subcommittee on Energy","Subcommittee","House Committee on Energy and Commerce","HCOM",,"","Room 2125 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-2927","(202) 225-1919","","http://energycommerce.house.gov/subcommittee/energy","Upton","Fred","S.","CHM","Chairman","Rush","Bobby","L.","RMM","Ranking Minority Member","","","","","","","","Hassenboehler","Thomas","","Chief Counsel","MAJ","(202) 225-2927","tom.hassenboehler@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","Kessler","Rick","S.","Staff Director; Senior Advisor, Energy and Environment","MIN","(202) 225-3641","rick.kessler@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26051,"HCOM20","FH","Federal House","House Subcommittee on Environment","Subcommittee","House Committee on Energy and Commerce","HCOM",,"","Room 2125 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-2927","(202) 225-1919","","http://energycommerce.house.gov/subcommittee/environment","Shimkus","John","M.","CHM","Chairman","Tonko","Paul","D.","RMM","Ranking Minority Member","","","","","","","","Hassenboehler","Thomas","","Chief Counsel","MAJ","(202) 225-2927","tom.hassenboehler@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","Kessler","Rick","S.","Staff Director; Senior Advisor, Energy and Environment","MIN","(202) 225-3641","rick.kessler@mail.house.gov","Cohen","Jacqueline","","Senior Counsel","MIN","(202) 225-3641","jacqueline.cohen@mail.house.gov","","","","","","","","Haberman","Caitlin","","Professional Staff Member","MIN","(202) 225-3641","caitlin.haberman@mail.house.gov","","","","","","",""
26132,"SARM10","FS","Federal Senate","Senate Subcommittee on Cybersecurity","Subcommittee","Senate Committee on Armed Services","SARM",,"","Room 228 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510","(202) 224-3871","","","http://www.armed-services.senate.gov/press-releases/sasc-chairman-mccain-and-ranking-member-reed-announce-subcommittee-leadership-for-the-115th-congress","Rounds","Mike","","CHM","Chairman","Nelson","Bill","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Monahan","William","G. P.","Counsel","MIN","(202) 224-3871","bill_monahan@armed-services.senate.gov","","","","","","","","McConnell","Thomas","Kirk","Lead Professional Staff Member","MIN","(202) 224-3871","kirk_mcconnell@armed-services.senate.gov","","","","","","",""
14664,"HAPP35","FH","Federal House","House Subcommittee on Interior, Environment, and Related Agencies","Subcommittee","House Committee on Appropriations","HAPP",,"","Room B-308 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6023","(202) 225-3081","(202) 225-9069","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34778","Calvert","Ken","S.","CHM","Chairman","McCollum","Betty","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LesStrang","Dave","","Clerk","MAJ","(202) 225-3081","dave.lesstrang@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14665,"HAPP40","FH","Federal House","House Subcommittee on Labor, Health and Human Services, Education, and Related Agencies","Subcommittee","House Committee on Appropriations","HAPP",,"","Room 2358-B RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6024","(202) 225-3508","(202) 225-3509","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34777","Cole","Tom","J.","CHM","Chairman","DeLauro","Rosa","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ross","Susan","Vanessa","Clerk","MAJ","(202) 225-3508","susan.ross@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14667,"HAPP20","FH","Federal House","House Subcommittee on Energy and Water Development, and Related Agencies","Subcommittee","House Committee on Appropriations","HAPP",,"","Room 2362-B RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6020","(202) 225-3421","(202) 225-1566","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34796","Simpson","Mike","K.","CHM","Chairman","Kaptur","Marcy","C.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Giancarlo","Angelina","C.","Clerk","MAJ","(202) 225-3421","angie.giancarlo@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14671,"HRUL10","FH","Federal House","House Subcommittee on Rules and the Organization of the House","Subcommittee","House Committee on Rules","HRUL",,"","Room H-312 The Capitol","","Washington","DC","20515-6269","(202) 225-9191","(202) 225-6763","","http://rules.house.gov/subcommittees-0","Collins","Doug","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Morrison","Lale","M.","Staff Director","MIN","(202) 225-1313","lale.morrison@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14672,"HNRES05","FH","Federal House","House Subcommittee on Energy and Mineral Resources","Subcommittee","House Committee on Natural Resources","HNRES",,"","Room 1333 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515","(202) 225-9297","(202) 225-5255","energy.minerals@mail.house.gov","http://naturalresources.house.gov/energyandmineralresources/","Gosar","Paul","A.","CHM","Chairman","Lowenthal","Alan","S.","RMM","Ranking Minority Member","Vecera","Andrew","","Staff Director","MAJ","(202) 225-9297","andrew.vecera@mail.house.gov","Juelis","Kate","","Counsel","MAJ","(202) 225-9297","kate.juelis@mail.house.gov","","","","","","","","Nichols","Ashley","","Professional Staff Member","MAJ","(202) 225-9297","ashley.nichols@mail.house.gov","Hacker","Austin","","Clerk","MAJ","(202) 225-9297","austin.hacker@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14673,"HRUL05","FH","Federal House","House Subcommittee on Legislative and Budget Process","Subcommittee","House Committee on Rules","HRUL",,"","Room H-312 The Capitol","","Washington","DC","20515-6269","(202) 225-9191","(202) 225-6763","","http://rules.house.gov/subcommittees-0","Woodall","Rob","","CHM","Chairman","Hastings","Alcee","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14679,"HTRA10","FH","Federal House","House Subcommittee on Coast Guard and Maritime Transportation","Subcommittee","House Committee on Transportation and Infrastructure","HTRA",,"","Room 507 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515-6231","(202) 226-3552","(202) 226-0922","","http://transportation.house.gov/subcommittees/subcommittee/?ID=107418","Hunter","Duncan","D.","CHM","Chairman","Garamendi","John","R.","RMM","Ranking Minority Member","Rayfield","John","C.","Staff Director","MAJ","(202) 226-3552","John.Rayfield@mail.house.gov","","","","","","","","","","","","","","","Bruce","Bonnie","B.","Professional Staff Member","MAJ","(202) 225-5765","bonnie.bruce@mail.house.gov","","","","","","","","Jansen","Dave","","Staff Director","MIN","(202) 226-3587","dave.jansen@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14691,"HHOS","FH","Federal House","House Committee on House Administration","Committee","","",,"","Room 1309 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515-6157","(202) 225-8281","(202) 225-9957","http://cha.house.gov/about/contact-us/email-communications-office","http://cha.house.gov/","Harper","Gregg","","CHM","Chairman","Brady","Robert","A.","RMM","Ranking Minority Member","Engling","Max","","Franking Commission Director","MAJ","(202) 225-8281","max.engling@mail.house.gov","","","","","","","","McCracken","Erin","C.","Communications Director","MAJ","(202) 225-2106","erin.mccracken@mail.house.gov","Anger","Amanda","","Professional Staff Member","MAJ","(202) 225-8281","amanda.anger@mail.house.gov","Taggart","Rob","","Deputy Legislative Clerk for Oversight","MAJ","(202) 225-8281","rob.taggart@mail.house.gov","Morgan","Teri","A.","Deputy Staff Director; Deputy Chief Counsel","MIN","(202) 225-2061","teri.morgan@mail.house.gov","Abboud","Khalil","","Chief Counsel","MIN","(202) 225-2061","Khalil.Abboud@mail.house.gov","","","","","","","","Subbio","Richard","","Professional Staff Member","MIN","(202) 225-2061","richard.subbio@mail.house.gov","Flaherty","Eddie","","Chief Clerk","MIN","(202) 225-5172","eddie.flaherty@mail.house.gov"
