"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"

Tom also serves as Co-Chairman of the Bipartisan Heroin Task Force to combat the heroin crisis that has devastated so many communities in South Jersey and across the nation.  Founded in 2015, the 85-member Task Force has been a driving force for federal action to address the opioid epidemic.

Tom is lifelong supporter of the arts and is a member of the Board of Trustees at The Kennedy Center in Washington D.C.

In Congress, Tom has supported policies that spur job creation, empower individuals, provide our military the tools they need to defend our freedom in a dangerous world and honor the service of our veterans and their families when they come home."

22005,158955,"FL","H","NJ","04","","Chris","Smith","H.","Rep.","","US Representative","Narrative Bio","",2017-05-15 00:00:00,"Elected in 1980, U.S. Rep. Chris Smith (R-Hamilton, N.J.) is currently in his 19th two-year term in the U.S. House of Representatives, and serves residents of the Fourth Congressional District of New Jersey. In the 115th Congress, Mr. Smith, 63, serves as a senior member on the Foreign Affairs Committee, and is Chairman of its Africa, Global Health, Global Human Rights and International Organization Subcommittee. He is Co-Chairman and the highest-ranking House member of both the bipartisan House/Senate Commission on Security and Cooperation in Europe (CSCE), and the bipartisan House/Senate/White House Congressional-Executive Commission on China. He also served as ""Special Representative"" on Human Trafficking for the OSCE Parliamentary Assembly. Previously, he served as Chairman of the Veterans Committee (two terms) and Chairman of the Foreign Affairs' Subcommittee on Human Rights and International Operations and the Subcommittee on Africa.

    Congressman Smith has long chaired a number of bipartisan congressional caucuses (working groups) including the Pro-life (34 years), Autism (18 years, co-founder), Alzheimer's (16 years, co-founder), Lyme Disease (12 years, co-founder), Spina Bifida (12 years), Human Trafficking (12 years, co-founder), Refugees (12 years), and Combating Anti-Semitism caucuses, and serves on caucuses on Bosnia, Uganda and Vietnam.

    According to the independent watchdog organization Govtrack, as of October 2016 Mr. Smith ranks second among all 435 Members of the House over the last two decades in the number of laws authored. According to the official Congress.gov website, Rep. Smith has authored 42 laws. 

    In 2016, Congressman Smith's  International Megan's Law to Prevent Child Exploitation and Other Sexual Crimes Through Advance Notification of Traveling Sex Offender, (House of Representatives 515 or HR 515, now Public Law (PL) 114-119), was passed by both houses of Congress and enacted into law to protect children in the U.S. and around the world from convicted pedophiles who travel in or out of the United States unbeknownst to law enforcement officials. The law capped an eight-year effort to finally enact international notification legislation that draws on current federal and Megan's Laws in all 50 states that require public notice when a sex offender moves into a U.S. neighborhood. 

    Mr. Smith is the author of the $265 million Stem Cell Therapeutic and Research Reauthorization Act of 2015 (HR 2820), which was signed into law as PL 114-104 on Dec. 18, 2015 and authorizes funding of $265 million for cord blood and stem cell research and treatment over five years. He wrote the first Stem Cell Therapeutic and Research Act of 2005 (HR 2520, now PL 109-129) which established a nationwide program for ethical research and treatment using umbilical cord blood and bone marrow cells. That landmark law was reauthorized in September 2010 for another five years.

    In 2014, Smith saw over five years of work come to fruition in the House and Senate passage and enactment of his groundbreaking the Sean and David Goldman International Child Abduction Prevention and Return Act (now PL 113-150) to help bring American children unlawfully taken out of the U.S. to foreign countries back home. Named after a Monmouth County father and son who had been kept illegally separated by a non-custodial parent. Final passage of HR 3212 was July 25, 2014.

     Also in 2014, Smith saw his legislation, HR 4631, the Autism Collaboration, Accountability, Research and Education (CARES) Act (now PL 113-157) pass the House on June 24 2014  and the Senate on Aug. 1, 2014 and enacted into law. The bill funds $1.3 billion over five years for research into the causes of autism. In October 2011, Smith's bill, HR 2005, the Combating Autism Reauthorization Act (CARA) of 2011, was signed into law (PL PL112-32), a follow-up to his Autism Statistics, Surveillance, Research, and Epidemiology Act (ASSURE) of 2000 (HR 274).

     Mr. Smith is also the author of more than a dozen enacted veterans laws to help those men and women who served in uniform, including the Homeless Veterans Comprehensive Assistance Act (PL 107-95) (HR 2716), the Veterans Benefits Act of 2003 (PL 108-183), the Veterans Health Care Improvement Act of 2004 (PL 108-422) (HR 2297), the Veterans Survivor Benefits Improvements Act (PL 107-14) (801) and other veterans laws.

    He is the author of America's three landmark anti-human trafficking laws including The Trafficking Victims Protection Act of 2000, (PL 106-386) a comprehensive law designed to prevent modern-day slavery, protect victims, and enhance civil and criminal penalties against traffickers, as well as more than a dozen veterans health, education and homeless benefits laws, and laws to boost embassy security, promote democracy, religious freedom and health care.

    A lifelong New Jerseyan, Congressman Smith graduated from Trenton State College, (now The College of New Jersey) with a degree in business administration. Prior to being elected to Congress, he helped run a small business--his family's wholesale sporting goods corporation. He is also the former Executive Director of the New Jersey Right to Life Committee.

  The Congressman is married to his wife of 39 years, Marie, and they have four grown children."

22007,158957,"FL","H","NJ","06","","Frank","Pallone","J.","Rep.","Jr.","US Representative","Narrative Bio","",2017-05-11 00:00:00,"On January 3, 2017, Frank Pallone, Jr. was sworn in for his 15th full term in the U.S. House of Representatives. Pallone represents New Jersey's Sixth Congressional District.

Throughout his tenure in Congress, Pallone's legislative accomplishments have been geared to the protection and restoration of environmental resources and making health care more affordable and accessible.

Pallone is the Ranking Member of the House Energy and Commerce Committee.

From 2006 to 2014, Pallone served as the top Democrat on the Committee's Subcommittee on Health. As Chairman during the 111th Congress, Pallone played a key role in authoring and passing the Affordable Care Act. 

During the 114th Congress, Pallone co-authored legislation to reform the Toxic Substances Control Act, which passed with major bipartisan support for the first time since its original passing in 1976. The TSCA Modernization Act improves the protection of human health and the environment, and gives the public greater confidence in American-made chemicals and the products that contain them.

Pallone has also been focused on fighting the opioid epidemic in New Jersey and throughout the country. He led democratic efforts to pass the Comprehensive Addiction and Recovery Act (CARA) of 2016, which improves the tools available to prescribers to prevent opioid abuse. CARA also expands access to lifesaving opioid overdose reversal drugs and Pallone helped secure an additional $1 billion to combat the opioid epidemic as part of the 21st Century Cures Act, which also passed in the 114th Congress.  21st Century Cures allocates billions towards cutting edge medical research and development of new treatments. 

Over the years, Pallone has consistently fought to improve health outcomes for children specifically. In the 113th Congress, Pallone introduced legislation to extend funding for the Children's Health Insurance Program (CHIP), which provides health care coverage to more than 8 million children living in low and middle-income households. An original author of CHIP, which was signed into law in 1997, Pallone has repeatedly pushed to expand health care coverage through the program to ensure that children have access to the care they need.

Pallone was also one of the main authors of food safety reform, which emphasizes prevention and safety measures that help to ensure food is safe before it reaches the kitchen tables of millions of families. In the 112th Congress, Pallone introduced the Food and Drug Administration (FDA) Reform Act of 2012 to ensure that Americans have access to safe and effective drugs and medical devices.  

Pallone has successfully worked throughout his career to stop ocean dumping and offshore oil and gas drilling in the Atlantic Ocean. He has obtained millions of dollars for shore protection and beach replenishment work along a large stretch of the Jersey Coast, for dredging of the area's navigation channels and for the maintenance of his district's National Recreation Area, Sandy Hook. He has also championed issues important to the state's commercial and recreational fishing industries.

Pallone is a leader in protecting the integrity of the Medicare guarantee and Medicaid programs, ensuring food safety, strengthening the federal Superfund program to clean up toxic waste sites, strengthening the nation's clean water laws, and protecting our shores against the threat of offshore drilling.

Frank Pallone, Jr., was born in Long Branch, New Jersey, where he grew up and still resides. The son of a policeman, Pallone attended local public schools and earned an academic scholarship to Middlebury College. After graduating cum laude from Middlebury in 1973, Pallone received his master's degree in international relations at the Fletcher School of Law and Diplomacy at Tufts University. He earned his law degree at Rutgers University in 1978, and has been admitted to the bar in four states- New Jersey, New York, Pennsylvania and Florida.

Pallone began his political career in his home city of Long Branch, getting elected to the City Council in 1982 and winning re-election four years later. In 1983, Pallone was elected to the state Senate, representing the Monmouth County coastline. He was re-elected in 1987. During his tenure in the state Legislature, Pallone distinguished himself as an advocate for environmental issues and senior citizen concerns, and prioritized providing constituent services.

On November 8, 1988, Frank Pallone, Jr., was elected to the House of Representatives from New Jersey's former Third District, encompassing parts of Monmouth and Ocean counties. In March 1992, a new Congressional district map for New Jersey was adopted. Portions of the former Third District were merged with parts of two other districts to create the Sixth Congressional District, taking in large portions of Middlesex and Monmouth counties. Pallone was first elected to the Sixth District seat in November 1992.

Pallone's Central Jersey district is an ethnically diverse area with a wide range of business and industry. Light and heavy manufacturing facilities provide jobs for thousands of area residents. Central Jersey is on the cutting edge of high technology research and development. The district is home to Rutgers, the State University of New Jersey and Monmouth University. Tourism, primarily centered in the coastal areas, is vital to the regional economy. While the district has a predominantly suburban character, the cities of New Brunswick, Asbury Park and Perth Amboy are key urban centers.

Pallone married the former Sarah Hospodor in 1992. They have three children, daughters Rose and Celeste, and a son, Frank."

22009,197402,"FL","H","NJ","08","","Albio","Sires","","Rep.","","US Representative","Narrative Bio","",2017-05-15 00:00:00,"Born in the Cuban town of Bejucal, he grew up in the waning years of pre-Communist Cuba. His family fled in January 1962 with the help of relatives in America. Congressman Sires became a star basketball player at Memorial High School and received a four-year basketball scholarship from St. Peter's College. He went on to receive a Masters Degree from Middlebury College in Vermont.

Congressman Sires was a teacher and business owner before entering public service. He proudly served as Mayor of West New York, New Jersey from 1995 to 2006. During that time, the Congressman created more affordable housing units than any municipality in the State of New Jersey by fostering public-private partnerships and the use of targeted tax incentives. He balanced twelve consecutive municipal budgets while maintaining and enhancing vital municipal services. His efforts were recognized by many, including the New Jersey State Bar Association and Legal Services and his fellow Mayors who named him, ""Mayor of the Year"" in 2004.

Congressman Sires also served in the New Jersey State Assembly, where he served two terms as Speaker of the Assembly. As Speaker, Congressman Sires led the effort to create the Office of Lieutenant Governor and the Assembly Committee on Homeland Security and State Preparedness, as well as, raise the minimum wage, expand job training, and fund valuable cancer research. He also created the STARS I and STARS II program, which offers full county and state college tuition scholarships to thousands of students. He increased funding for public education by $760 million and helped fund after-school programs to get kids off the streets and away from gangs.

During his first term in the U.S. House of Representatives, Congressman Sires served on the Financial Services Committee. There he focused on housing, introducing legislation to aid public housing authorities and supporting housing for low-income seniors.

Today, Congressman Sires serves on two Committees- Foreign Affairs and Transportation and Infrastructure. On the Foreign Affairs Committee, Congressman Sires is the Ranking Member of the Western Hemisphere Subcommittee and is a member of the Europe and Eurasia Subcommittee. He is focused on improving human rights and freedoms across the globe and building international partnerships to improve our nation's security.

The Congressman serves on three Transportation and Infrastructure Subcommittees- the Highways and Transit Subcommittee, the Railroads, Pipelines, and Hazardous Materials Subcommittee, and the Economic Development, Public Buildings and Emergency Management Subcommittee. He is actively involved in reauthorizing the Surface Transportation bill, supporting increased transit and commuting options, safer streets, and more efficient goods movement.

In an ongoing effort to shape livable, safe, and dynamic communities, Congressman Sires is a member of both the Democratic Caucus' Livable Communities Task Force and the Congressional Urban Caucus. He works with the other members of Congress in these groups to promote legislation that focuses on creating safe and more livable communities in which families have equal access to education, economic, housing and transportation opportunities.

This term, the Congressman will continue to focus his efforts on the economy, jobs, immigration, education, and affordable housing.

Congressman Sires resides in West New York with his wife, Adrienne. His stepdaughter, Tara Kole, graduated from Harvard Law School, clerked for U.S. Supreme Court Justice Antonin Scalia, and now works for a private law firm in Los Angeles."

22010,158959,"FL","H","NJ","09","","Bill","Pascrell","J.","Rep.","Jr.","US Representative","Narrative Bio","",2017-05-11 00:00:00,"A native son of Paterson, N.J., Congressman Bill Pascrell, Jr. has built a life of public service upon the principles he learned while growing up on the south side of the Silk City. He credits his parents and his Italian-immigrant grandparents with instilling in him the value of being a ""bridge builder"". 

Bill was first elected Congressman in 1996. Bill is now serving his tenth term. Since 2007, Bill has served on the exclusive House Ways and Means Committee.  In 2011, Bill was appointed by his colleagues to the additional assignment of serving on the pivotal House Budget Committee. Bill has been a champion for the middle class by supporting policies that help facilitate job creation, distribute the tax burden equitably and make quality health care affordable for all Americans.

As of 2017, Bill is also the Ranking Member on the Ways and Means Subcommittee on Trade. Earlier in his congressional tenure, Bill served on the House Committee on Small Business, the House Committee on Transportation and Infrastructure and was an original member of the House Committee on Homeland Security.

From his first days in Congress, Bill has enthusiastically championed the designation of Paterson's Great Falls as unit of the National Park System. 

As the co-chair and founder of the Congressional Brain Injury Task Force, Bill has raised the nation's awareness of the dangers of traumatic brain injury (TBI). He continues to fight for TRICARE insurance coverage to pay for cognitive rehabilitation therapy.  On Sept. 30, 2010, the U.S. House of Representatives overwhelmingly passed Bill's Concussion Treatment and Care Tools (ConTACT) Act. The legislation calls for the U.S. Department of Health and Human Services to develop guidelines and protocols for the management and treatment of sports-related concussions for the benefit of the nation's student-athletes.

Bill is a nationally recognized leader in Congress on the issue of fire safety, having proudly authored the F.I.R.E. (Firefighter Investment and Response Enhancement) Act, which became law in 2001. The law established the only federal program that delivers grant dollars directly to fire departments. The program, now titled the Assistance to Firefighters Grant (AFG) Program, is administered by the Department of Homeland Security. Now, the nation's 32,000 career, volunteer and combination fire departments can apply for federal grants to purchase the equipment, training, and vehicles needed to serve their communities. The AFG program also funds Fire Prevention and Safety Grants, for fire awareness and prevention activities, as well as fire safety-related research. Bill also conceived of the SAFER (Staffing for Adequate Fire and Emergency Response) grant program which provides federal support for staffing of local fire departments.

Recently, Bill was named Outstanding Legislator of the Year by the Department of New Jersey Jewish War Veterans as well as the New Jersey Veterans of Foreign Wars. As an ardent fighter on behalf of our military heroes, Bill secured a new Passaic County VA Outpatient Clinic at St. Joseph's Hospital in Paterson. The community based facility is the first of its kind in the Eighth Congressional District and serves the more than 30,000 veterans that reside in the area. Specifically, the clinic is part of the U.S. Department of Veterans Affairs (VA) New Jersey Health Care System. The Congressman lobbied hard for the clinic, arguing that too often, VA hospitals and clinics such as those in Hackensack and East Orange, are overcrowded and unable to handle the volume of veterans needing care.

Bill also serves as co-chair of the Italian-American Congressional Delegation. In addition to serving as a legislative branch liaison to the Republic of Italy, Bill's role ensures there is a strong voice to promote Italian-American history and culture in Congress.

As a child, Bill attended St. George's Elementary School in Paterson and graduated in 1955 from St. John the Baptist High School, where he was elected Student Council President. After earning a bachelor's degree in journalism and a master's degree in philosophy from Fordham University in the Bronx, N.Y., Bill worked as both a high school history teacher and an adjunct professor. He also served as president of the Paterson Board of Education and as a member of Passaic County Community College's Board of Trustees.

Bill served his country in the U.S. Army and the U.S. Army Reserve and received an honorable discharge in 1967.

Bill's political life began in 1987 when he was elected to the New Jersey General Assembly, where he eventually became Minority Leader Pro Tempore. In 1990, Bill was elected mayor of Paterson, New Jersey's third largest city. Bill's efforts, both as a Mayor and Assemblyman, were recognized in 1996 as he was named New Jersey's ""Mayor of the Year"" by his fellow Mayors, and ""Legislator of the Year"" by the New Jersey Chamber of Commerce.

Through the years, Bill has been widely recognized for his service and leadership by organizations including the N.J. Chamber of Commerce, Department of New Jersey Jewish War Veterans, the New Jersey Veterans of Foreign Wars, the New Jersey State Policemen's Benevolent Association, the New Jersey State Fireman's Mutual Benevolent Association, the Brain Injury Association of America and Ceasefire New Jersey. He has also received honorary Doctor of Laws degrees from William Paterson University (1999) and Bloomfield College (2010).

Bill is married to the former Elsie Marie Botto and they have three children, William III, Glenn Martin, and David Joseph. They are also the proud grandparents of William IV, Christopher, and Megan Margaret."

22011,409583,"FL","H","NJ","10","","Donald","Payne","M.","Rep.","Jr.","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Congressman Donald M. Payne, Jr. is a Democratic congressman representing New Jersey's 10th Congressional District. A Newark native, he was first elected to the U.S. House of Representatives in November 2012, and is now serving in his third full term. Congressman Payne, Jr. is a tireless fighter for New Jersey families, working to create jobs and grow the economy, protect and invest in our children, and ensure the health and safety of our communities.

As Ranking Member of the Homeland Security Subcommittee on Emergency Preparedness, Response, and Communications, Congressman Payne, Jr. has built a record of achievement in a divided Congress. He introduced two bills that were signed into Public Law by President Barack Obama, including the Department of Homeland Security Interoperable Communications Act of 2015, which ensures that DHS personnel can reliably communicate during emergencies. He also introduced six bills that passed the U.S. House- the First Responder Access to Innovative Technologies Act (2016, 2017), the State and High-Risk Urban Area Working Group Act, the Partners for Aviation Security Act, the State Wide Interoperable Communications Enhancement Act, and the Department of Homeland Security Interoperable Communications Act of 2014. Additionally, Congressman Payne, Jr. passed the language of his SMART Grid Study Act through the U.S. House as part of a larger appropriations bill.

In 2017, Congressman Payne, Jr. was appointed to the powerful House Committee on Transportation and Infrastructure for the 115th Congress. The Committee has jurisdiction over national infrastructure and all modes of transportation, including aviation and mass transit.

In representing New Jersey's 10th Congressional District, which is home to Newark Liberty International Airport, the New Jersey Transit Authority, and Port Newark-Elizabeth Marine Terminal, Congressman Payne, Jr. fights to increase transportation security, water security, chemical hazard prevention, and emergency preparedness to make sure that New Jerseyans are protected and that businesses that conduct trade at our ports have the security and efficiency they need to effectively engage in commerce. Congressman Payne, Jr. also successfully fought for a much-needed $51 billion Hurricane Sandy relief package, and is working closely with federal officials to ensure the funds are delivered to the families and small business owners who need them most.

A strong advocate for investing in and protecting the health of our children, Congressman Payne, Jr. introduced the TEST for Lead Act to protect children from lead-contaminated drinking water in schools. He also introduced the Promise Neighborhoods Act of 2015, which encourages a holistic community-based approach to educating children in distressed neighborhoods, as well as the SAFE in Our Schools Act of 2013 to better protect children and students in the event of emergencies. Congressman Payne, Jr. also fights for equal opportunities for foster care youth and students with disabilities, and he supports increased funding for Head Start and tuition-free community college for certain students.

Congressman Payne, Jr. is a leader in protecting and expanding access to affordable, quality health care for New Jerseyans. He is the lead Democratic co-sponsor of the Removing Barriers to Colorectal Cancer Screening Act, bipartisan legislation that would remove financial barriers to life-saving colorectal cancer screenings and treatment for Medicare beneficiaries. As Co-Chair of the Congressional Men's Health Caucus, he promotes efforts to improve the health and well-being of men, boys, and their families. Congressman Payne, Jr. also fights to raise awareness about the importance of preventive care and to help reduce health disparities across diseases, from cancer to diabetes.

Congressman Payne, Jr. is a strong supporter of the Affordable Care Act, which provides thousands of New Jerseyans with access to high-quality, affordable health care. He is also a vocal advocate for cancer prevention, introducing the National Colorectal Cancer Awareness Month Resolution to raise awareness about the importance of regular cancer screenings.  Additionally, for three consecutive years, Congressman Payne, Jr. secured from President Obama a presidential proclamation designating March as National Colorectal Cancer Awareness Month.

Congressman Payne, Jr. fights to expand access to capital for small business owners and increase job training. 

A member of the Congressional Black Caucus, Congressman Payne, Jr. fights for civil rights, justice, and equality for all Americans. He is a proud co-sponsor of the Voter Empowerment Act, the Paycheck Fairness Act, and the Violence Against Women Reauthorization Act.

Additionally, Congressman Payne, Jr. is a strong advocate for common-sense gun safety reform. 

Prior to Congress, Congressman Payne, Jr. served as Newark Municipal Council President and Essex County Freeholder-at-Large. 

Congressman Payne, Jr. also served as director of student transportation for the Essex County Educational Services Commission. 

Congressman Payne, Jr. has made preserving the arts a personal mission. He served as a member of the Board of the New Jersey Performing Arts Center and serves on the Board of Aljira. He also created Newark Idol, a program that supports young performing artists. Congressman Payne, Jr. sponsors the  March of Dimes' ""March for Babies"" and his Preserve Our Legacy program increases awareness surrounding the benefits of stem cell research.

Congressman Payne, Jr. began his long career in public service when he founded Newark South Ward Junior Democrats, becoming its first president. He also served as an adviser to the YMCA Youth in Government program. He attended Kean College where he studied graphic arts.

Congressman Payne, Jr. lives in Newark with his wife Beatrice and their 18-year-old triplets, Donald III, Jack, and Yvonne."

22012,158962,"FL","H","NJ","11","","Rodney","Frelinghuysen","P.","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Rodney P. Frelinghuysen is serving his 12th term as the Representative for New Jersey's 11th Congressional District.  In the 115th Congress, Frelinghuysen Chairs the House Committee on Appropriations and is New Jersey's only member.

Frelinghuysen graduated from Hobart College in 1969 and did graduate work at Trinity College.  After college, Frelinghuysen completed basic training at New Jersey's Fort Dix and served in Vietnam with the U.S. Army.  He was a member of the 93rd Engineer Battalion (Construction) stationed in the Mekong Delta.

Frelinghuysen's career has been marked by public service and a zeal for a more effective government. He served three-terms as a member of the Morris County Board of Chosen Freeholders, prior to his election to the New Jersey General Assembly in 1983 where he rose to become Chairman of the State Assembly Appropriations Committee.  In 1994, he was elected to the 104th Congress and to the eleven succeeding Congresses.

During his tenure on the U.S. House Appropriations Committee, Frelinghuysen has served on seven different subcommittees (Defense, Energy and Water Development, Commerce, Justice and Science, Homeland Security, VA-HUD, State-Foreign Operations and the District of Columbia).  He has chaired three of these panels, most recently, the Defense Appropriations Subcommittee where he developed, drafted and passed the nearly $600 billion funding bill for the Pentagon and the 16 agencies of the Intelligence Community.   

His approach to public service is simple- Frelinghuysen battles every day to improve New Jersey's future and change the way business is done in Washington. He has been a strong voice in Congress for fiscal responsibility, economic growth, a strong national defense, and a prosperous future for America. His focus on making 'every dollar count,' keeping the tax burden low and encouraging economic development has earned him accolades from business and taxpayer advocates.

Frelinghuysen is also well known for championing the important work being done at New Jersey's vital military installations, especially Picatinny Arsenal in Morris County, the Army's premier research and development facility. To make VA health care more accessible for local veterans, he secured federal funding to open VA outpatient clinics in Morris and Sussex Counties.  He also worked to establish a transitional Homeless Veterans Treatment program at the VA Lyons Medical Center to improve supportive housing for veterans.   

Frelinghuysen is a life member of American Legion Post 59 and Veterans of Foreign Wars Post 3401.

He resides in Harding Township, New Jersey, with his wife, Virginia.  He was born on April 29, 1946."

22013,362925,"FL","H","NJ","12","","Bonnie","Watson Coleman","","Rep.","","US Representative","Narrative Bio","",2017-05-10 00:00:00,"Bonnie Watson Coleman, a long-time and influential advocate for the people of New Jersey, is currently serving her sophomore term in the United States Congress. Prior to her election as Representative for New Jersey's 12th Congressional District, Watson Coleman served eight consecutive terms in the New Jersey General Assembly.

The daughter of legendary state legislator John S. Watson, Watson Coleman has continued a family legacy of public service fighting for women, economically and socially disadvantaged populations, and other vulnerable groups in our society. Watson Coleman shattered racial and gender barriers to become the first African American woman to serve as Majority Leader of the New Jersey General Assembly, and as the Chair of the New Jersey Democratic State Committee. Her election to the House of Representatives makes her the first African American woman to represent New Jersey in Congress.

Watson Coleman has led the call for reforms to prisoner re-entry programs, fighting tirelessly to shut the revolving door of recidivism for individuals who have returned from incarceration. During her time as Majority Leader, Watson Coleman convened a year-long series of public hearings on the topic while shepherding legislation through the New Jersey Assembly that The New York Times called ""a model for the rest of the nation"" on prisoner rehabilitation and release.

For her second term, as a member of the 115th Congress, Watson Coleman was recently selected by her colleagues as the Vice Ranking Member of the House Homeland Security Committee, where she is also Ranking Member on both the Subcommittee on Transportation and Protective Security, and the Task Force on Denying Terrorist Entry into the United States.  She also serves on the House Committee on Oversight and Government Reform.

In 2016, Watson Coleman was a founder of the Congressional Caucus on Black Women and Girls, the first House caucus to study policy issues related to the continued success and accomplishments of that population. Watson Coleman is an active member of the Congressional Black Caucus, the Congressional Progressive Caucus, the Congressional Caucus for Women's Issues, and the Congressional LGBT Equality Caucus.  Watson Coleman has championed legislation to protect vulnerable Americans and communities related to gun safety, environmental protection, and long-term unemployment. Watson Coleman is also the author of the Healthy MOM Act, which would allow women to enroll in, or change their health coverage if they become pregnant, and the End For-Profit Prisons Act, which would prohibit the federal government from contracting with for-profit prison corporations.

Watson Coleman graduated from Thomas Edison State College. She is a member of Alpha Kappa Alpha Sorority, Inc. and an honorary member of the Girl Scouts of America. She is also a Deaconess at Shiloh Baptist Church in Trenton, N.J.

Watson Coleman and her husband William reside in Ewing Township and are blessed to have three sons; William, Troy, and Jared and two grandchildren; William and Kamryn."

22015,378591,"FL","H","NM","01","","Michelle","Lujan Grisham","","Rep.","","US Representative","Narrative Bio","",2017-05-13 00:00:00,"Congresswoman Michelle Lujan Grisham, a 12th-generation New Mexican, has dedicated her life to serving her community, fighting for seniors and veterans, and building an economy that works for all New Mexicans. Serving her third term representing New Mexico's 1st Congressional District, Rep. Lujan Grisham was recently chosen by her colleagues to serve as chairwoman of the prestigious Congressional Hispanic Caucus.

Rep. Lujan Grisham serves on the Budget Committee and Agriculture Committee in the U.S. House of Representatives. She passed legislation to help local tribes, public schools and pay for training for law enforcement. She also took on the VA to increase veterans' access to health care, convinced the Social Security Administration to hire more judges, and held bureaucrats accountable for cleaning up a jet-fuel spill that threatened Albuquerque's drinking water.

Prior to serving in Congress, Lujan Grisham served as a cabinet secretary for three different New Mexico governors - overseeing the Department of Aging & Long-Term Services and the Department of Health. She also started her own small business and was elected as a Bernalillo County Commissioner."

22017,266495,"FL","H","NM","03","","Ben","Lujan","Ray","Rep.","Jr.","US Representative","Narrative Bio","",2017-05-13 00:00:00,"Born and raised in New Mexico, Rep. Ben Ray Lujan grew up in Nambe, a small farming community north of Santa Fe bordered by the pueblos of Nambe and Pojoaque. It was there that he learned the time-honored traditions and values of New Mexico.

Since he was sworn into Congress, Rep. Lujan has fought to create jobs, ensure access to affordable, quality health insurance, build a clean energy economy, and protect consumers.

He has stood up for New Mexicans who are struggling in difficult economic times by voting to provide tax cuts for families and small businesses, working to reform the healthcare system, and fighting to prioritize Main Street values over those of Wall Street. He has fought for the people of New Mexico's Third Congressional District by passing legislation that provides resources to combat the opioid epidemic and offers assistance to  pregnant women and women with small children struggling with addiction. He has also authored legislation that invests in scientific research at New Mexico's national laboratories; and creates opportunities for Acequia and Community Ditch Associations to receive federal funding

Rep. Lujan represents his diverse district by participating in a variety of Caucuses including the Congressional Hispanic Caucus, the Native American Caucus, and the Natural Gas Caucus.

Rep. Lujan sits on the Energy and Commerce Committee, which enables him to serve the needs of the district which spans from San Juan County in the Northwest to Roosevelt County in the Southeast - and the treasured lands in between.

As a member of the Health Subcommittee, Lujan is focusing on increasing access to health care, reducing health disparities, and addressing drug abuse that has impacted too many families in New Mexico. From his position on the Digital Commerce & Consumer Protection Subcommittee, Rep. Lujan is working to increase access to the latest technological advances, ensure that rural communities are not left behind in the deployment of reliable broadband services and making sure consumers' interests are protected.

In 2011, Rep. Lujan, founded the bipartisan Technology Transfer Caucus to bring together members who share the goal of strengthening our economy by helping move technological innovations that are occurring at New Mexico's national labs and universities into the marketplace.  Lujan also serves as a co-chair of the bipartisan National Labs Caucus, which raises awareness about the importance of the national labs to the long-term economic vitality and security of the nation. And, he co-leads the Congressional Cleanup Caucus, which stresses the need to address environmental management issues.

In 2013, Rep. Lujan was appointed to the House Democratic Leadership as a Chief Deputy Whip.  In this position, he promoted the Democratic agenda to create jobs and build a brighter future for all Americans.  In the last Congress, Lujan served as Chair of the Democratic Congressional Campaign Committee, and this year he was elected by his colleagues to again serve in this role for the current session of Congress.

Prior to his election to the U.S. House, Rep. Lujan served as the Chairman of the New Mexico Public Regulation Commission. As a Commissioner, Rep. Lujan worked with his colleagues to develop a renewable portfolio standard to increase renewable energy production by New Mexico utilities to 20 percent of their total production by 2020 and to diversify utilities' renewable portfolios to include solar energy. On behalf of the state of New Mexico, Rep. Lujan joined his fellow Commissioners from California, Oregon, and Washington to sign onto the Joint Action Framework on Climate Change to create regional solutions to climate change.

With the New Mexico Public Regulation Commission, Rep. Lujan advocated for first responders. He worked with firefighters, the state legislature, and other officials to overhaul the New Mexico Fire Fund so that all distributions from the fund would go to improving fire services in New Mexico.

Rep. Lujan also worked to improve healthcare as a member of the New Mexico Public Regulation Commission by investigating the denial practices of the health insurance industry. The investigation led to the development of legislation that expanded access to insurance and closed loopholes the industry had been using to unfairly deny medical claims and void policies. 

Prior to his service on the Public Regulation Commission, Rep. Lujan served as the New Mexico Cultural Affairs Department's director of administrative services and chief financial officer.

Rep. Lujan earned his Bachelor's degree from New Mexico Highlands University in Business Administration."

22018,197530,"FL","H","NV","01","","Dina","Titus","","Rep.","","US Representative","Narrative Bio","",2017-05-11 00:00:00,"Serving the First Congressional District of Nevada, Congresswoman Dina Titus has built a strong record of achievement as both an educator and a public servant. As a professor, Dr. Titus taught American and Nevada government classes from 1979 through June 2011 at the University of Nevada, Las Vegas where she has professor emeritus status. A noted non-fiction writer, she is internationally known for her expertise in the history and policies related to nuclear power, weaponry, and waste as well as for her knowledge of the popular lore of ""Atomic Culture.""

